Tweet	Label
<USER> احرقك الخبر وصحت من نومك تصايح	safe
<USER> سكر الباب لا اجي افقع وجهك	dangerous
<USER> <USER> <USER> كل ما بتقولي كدة وتفكريني ببقى عايزه اضربك يا ايمي 👏🏻	safe
<USER> <USER> زينه انتبهي لالفاظك اذبحك ها😓😓😓😓 😂😂😂😂😂😂😂😂😂😂	safe
<USER> اولاد وائل اجل اص بس لا اجمعك في كرسيدا واحرقكم	dangerous
<USER> دا انا هاقتلك يا مرام 😂👊🏻	safe
<USER> انتي هل تريدن ان نزل بيتك الان انحركي و اهلك امام عيناكي ماردة الافاعي تخيلي بانني زوجك اذا اني في السجن من اجل بعوضة	safe
<USER> ي تكوني زي كلبة يا اعذبك واطلع روحك داعش	dangerous
<USER> <USER> لو يعطوني مليار اذبحكم الاثنين	safe
<USER> يا ميلاد أترضى ان اقتلك واحرق الارض من تحتك واقطع الطريق عليك وتناديني بالبلطجي لمجرد اني اختلف معك #البحرين	safe
<USER> <USER> ملكش دعوة بشيما ياض يا مجدي عشان مجبش مسدس المية و اضربك بيه	safe
<USER> لالا 😌😌باين نذبحك تجهز و جيب فلوسك 😁	safe
<USER> <USER> انت اص بالله لا اطعنك انت والمخرجه	dangerous
<USER> <USER> اقتلك فوائد 😂😂😂😂	safe
<USER> اقول لو ادري انتي وين انحرك مثل ماتنحر الشاه يلعن ابو الجهل الي انتي فية تفكير غربي غسل مخ	dangerous
<USER> <USER> ههههههه شعبولا افلس وانحرك كرتة عند الجمهور	safe
<USER> و قد أعذر من أنذر 😈 و لسوف اقتلك و اقتلك لوزة كمان 😂😄😄😄	safe
<USER> اخرج ياعدو الله لعنك الله اتفووووه ايها الملعون سوف احرقك بالقران اتفوه اتفوه 💦🤡	dangerous
<USER> <USER> <USER> <USER> نفسي اذبحك 😂	safe
<USER> راح افجركم تفجير 😂😂😂	safe
<USER> اذبحك لو تختفين مره ثانيه كذا😔💔	safe
<USER> عادي استمري🌚😂 تأثيرها اقوى عن اضربك	safe
<USER> <USER> <USER> <USER> <USER> وخرر مناك لا افجرك 😂😂	safe
<USER> <USER> لاتخافين ماراح نذبحك. 😂😂😂	safe
<USER> اللى هو اضربكوا بالتار ولا تنتحروا 😂😂😂	safe
<USER> غيره عشان اجي اضربك 😊😊😊😊😊	safe
<USER> سوف اذبحك إذا صادفتك يوماً ما يا حمد المزروعي 😭😭😭😭😭😭😭	safe
<USER> لي يوم اذبحك عشان وقاحتك	dangerous
<USER> وهجيبك عارفه ليه عشان اقتلك يا صديقى😂❤	safe
<USER> <USER> هيي عن التحرشات بالكرش حقتي ترى اذبحك	safe
<USER> <USER> <USER> يابختي انا فيكي ودي اذبحكي🏃🏼🌚	safe
<USER> احط فلوسي ع فلوسك واقتلك 😑😂	safe
<USER> اي صح خلاص ماني مذاكر ، عطني روابط لا اطعنك.	safe
<USER> اطعنك؟ هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> حياتي يعطيك العافية🙏🏻 بحبك و كتير كتييييير مشتاقتلك😭😢❤❤	safe
<USER> <USER> ادخلي بس لا افقع وجهك	dangerous
<USER> انت شكلك الوحيد الباقي من بني قريش لازم نقتلك.	safe
<USER> نفسي اضربك بزبري علي بزازك 🤗😍😋	safe
<USER> 😂😂🔪👋🏻 كنت هـ اقتلك لو قولتيها	safe
<USER> خلاص يبقى اقتلك واهو تبقي شهيده و تدخلي الجنه كمان ✋😂😂	safe
<USER> لٱ تحزني سوف اغتصبك ذاتّٰ يَٰـﮧ૭ومٍٰ"	safe
<USER> فكريني اضربك بـ الجذمة النهارده 😒😒	safe
<USER> <USER> تغاري ع وش كلزق لااطعنك😤❌	dangerous
<USER> قلت لك روح لدكتور نفسي يعطيك دواء يخليك تنسي الفلسطيني اللي اغتصبك وانت صغير حتي تبطل حقد علي اسيادك	safe
<USER> ياعمري مشتاقتلك هواي طمنيني شلونه الاخبار عندك	safe
<USER> اقلبي وجهك لاجي ادهكك مع صباح ربي	dangerous
<USER> <USER> اضربك بداكا حديد يا شادي😂😂😂	safe
<USER> يااااع لاه نقتلك اش عملتيلي 😂منيش قتال انا	safe
<USER> فاتحتن الشباك قفليه قفليه لا افقع وجهك 🎼	dangerous
<USER> <USER> 😂😂😂😂اقتلك🔪مو لدي الدرجة😂	safe
<USER> هذا مشكلنتا اللي مثل تفكيرك ماذبحكم غير الهلال 😟🌚🌚	safe
<USER> هاشم الدهبى كان عاوزنى اقتلك بس انت اخويا هو غريب ابن وسخة ❤❤	safe
<USER> يعني نمد كراعي ونضربك بيها زي كرة الثلج	safe
<USER> بقولك اي اتهدي مش كل مانتهبل نقفل النت هاجي اقتلك	dangerous
<USER> اهخ يارب اطعنك هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> ورا ماتنقلع عشان ما افقع وجهك	dangerous
<USER> ههههههههههههههههههههههههه لا تختفي اقسم بالله اطعنك	safe
<USER> 😂😂😂😂💔اه مصلحه يعني😂😂🙈كان نفسي اعذبك والدعك بالنار ي جو	safe
<USER> مساء التفاح متى اذبحك و ارتاح	safe
<USER> <USER> اخرسي الا اقتلك 🤦🤦🔫	dangerous
<USER> راح نسحق جنوب لبنان وكل قرد لبناني وسوري وايراني وعراقي ضد السعوديه سنحرقكم مسالة وقت	dangerous
<USER> <USER> <USER> <USER> <USER> هنيجي نقتلك احنا اسهل	safe
<USER> <USER> <USER> زين ماذبحك امتحنته من الصبح عذبته عذاب نفسي لعنت ابو خيره 😂😂😂😂	safe
<USER> <USER> اذا قتلوه انا اقتلكك 😂	safe
<USER> <USER> اختصرو انتو الجوز لافجركو	dangerous
<USER> وش جاك بالضبط.. احد اغتصبك في طفولتك	safe
<USER> رضوي لو مش جيتي النهارده هاجي اضربك	dangerous
<USER> يكفي ❤️❤️ بس كنت بتطمن ان المقاول ماقتلك في الأخير🤦🏽‍♀️	safe
<USER> <USER> <USER> لمى اعقبي لا اطعنك	dangerous
<USER> <USER> <USER> انت كل ما اقلك شي تقول ها انا ودي اذبحك	safe
<USER> <USER> <USER> انت و مصاريك بدي احرقك مع بعض حرق	dangerous
<USER> لتدخل العالم مثل ما تدخل في ليبيا وازدهرت والطفولة تم صونهانفسي اضربك كف يا ام يوسف	dangerous
<USER> اقتلك بنظراتي يامتوحش 😂😂😂	safe
<USER> امشي خاص ي بتت لاذبحك هههههههههههههههههههههههههههههههههههههههههههههههههههههههه💔😂🚶	safe
<USER> سوف نحرقكم وأنتم تنظرون كما حرقكم هتلر والأيام بيننا	dangerous
<USER> <USER> يدافعون عنهم بقتلهم اي منطق هذا اتقصدين انهم سبب في دخولهم للجنة يعني اقتلك كي تموت شهيد و تدخل الجنة	safe
<USER> <USER> سوي لاختي فولو لا اطعنك	safe
<USER> دنا مش هستنى اجازه الصيف عشان اقتلك	safe
<USER> مهو لامؤاخذه انا مش اضربك في شقه وانت تبعبصني في حاره 😂😁😁😁	safe
<USER> <USER> يابني هاضربك مايغركش طولي اقعد ساكت 😂😂😂🔪	safe
<USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه اقتلك	safe
<USER> افيخاي عقبال مااذبحك بدال خروف العيد	dangerous
<USER> اقصد اذبحك مو فغص نفس اللي ف بالك يامنحرف😂💔	safe
<USER> هو نفس الشخص اذا كوتينيو انتقل في نهاية الميركاتو يقولم الادارة تاخرة ومالها خطط يعني اقتلك اقتلك مافي كلام	safe
<USER> مازلت ماتستحي اضربك بالأربعة فالنهائي ومازلت تتكلم عن نصف نهائي لم تستفيد منه إطلاقا واخرجتني بفارق هدف	safe
<USER> يلا واقتلك هناك و احرق عارك بجاز	dangerous
<USER> الله ما اعذبك و اصدقك واجملك اسأل الله أن يكتب لك ما تتمنى عاجلا غير آجل	safe
<USER> اذا طلع محسن اقتلك ي وجه نكبه	dangerous
<USER> <USER> <USER> لأنك كتلي شريره راح اقتلك هسه 😂	safe
<USER> لولو ياعمري انا بخير ومشتاقتلك 😻💕	safe
<USER> <USER> لا هاجي اضربكم 😂😂😂😂😂😂😂	safe
<USER> <USER> مغلق للصيانة توا ماقتلكش 😂	safe
<USER> تبن بس لا يكثر لا احشرك عند الاشاره و افقع وجهك	dangerous
<USER> هلا يعمري اطلق من يمر… الحمدلله انتي شونج مشتاقتلك كلبه	safe
<USER> <USER> موتو بغيضكم لانحركهم للدواعش حرك	safe
<USER> <USER> شدعوه نذبحك وحوش مو اوادم هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
<USER> <USER> <USER> <USER> كل م اقتلك بقول aww rubbish	safe
<USER> ماتشوف شر بس رح المستشفى لا اذبحك	safe
<USER> <USER> <USER> لا مايحتاج سيف بنقتلك بالنعال	dangerous
<USER> سوف اقتلكي ايهت المكياجية 😂😂	safe
<USER> ههههههههههههههههههههههههههههههههه اذبحك هاا 😂🔪 ابشر طال طال عمرك ماتوقفني الا الجوازت 😂👊	safe
<USER> اصلاً انا مقدر اغتال سارة ولا اذبحك	safe
<USER> فهمينى لاجى اقتلك 😂😂💔	safe
<USER> فكرتي اول ما ننزل اضربك	safe
<USER> نذبحك عند الهلال انتي 🙂🙂	safe
<USER> على أساس كتير كانوا مضايقين اسرائيل هاي بس تذكير من اليهود انه وقت ما بدنا لنقتلكو وما بطلعلكو معنا	safe
<USER> وبانرجع نحرقكم معادله بسيطه😎	safe
<USER> اعذبكم تشبيهات واطيه 😭😂😂	safe
<USER> <USER> التهديد ما يجيب نتيجه اذا قدر الله لنا النصر علىك و امثالك سنحرقك مثل الكساسبه باذن الله	dangerous
<USER> مريم بجد هاااجى اضربك 😂😂😂😂 👊👊👊👊	safe
<USER> لاتقولي باي عشان ما اذبحك😒	dangerous
<USER> شوفي المقابلة لااطعنك كلها 15 دقيقة	safe
<USER> بدل ضحكتك ذي ادع لي لا اطعنك	safe
<USER> توجعني ولونها احمر لو ماراح اذبحك	safe
<USER> وإذا الحليف اطعنك في ظهرك	dangerous
<USER> انت عايزني اضربك تقريباً😂	safe
<USER> ختفوووو عليك اهينك يابن الحرام واهين اللي جابوك اخرتها سعودي علي الحرام لتعلمني وين مكانك بس ولا لاذبحك	dangerous
<USER> احسني مشتاقتلك تعبت اشوفك بس بالتايم	safe
<USER> عيل شلون اذبحكم لغه عربيه فصحى	safe
<USER> <USER> <USER> لذلك وُجد الأصدقاء انت ترخم انا اضربك انت تجيب اكل انا اكله انت يبقي معاك فلوسانا اخذها	safe
<USER> يووه ربببى خيير مره زمان عنك مشتاقتلك😔😔	safe
<USER> <USER> <USER> <USER> يا بدر آل سعود يرفعون لليمن شعار إما أن تموت جوعا وبلا كرامة وإما نقتلك نحن المهم من سيحكمنا وولاءه لهم	safe
<USER> اشتاقتلك العافية يالغلا ويش هالموضوع وان شاء الله نتقابل في اقرب وقت يالغلا	safe
<USER> فال الله ولا فالك لاتقولي كذا لا اضربك😒	dangerous
<USER> ماذبحك وخلك مكرش غير المفطح😂👋	safe
<USER> 😂😂😂😂😂 ياخي مالنا دخل الستي اللي اغتصبك ، #شاغلك 😂😂😂😂😂😂	safe
<USER> <USER> انقلع بس اذبحك تقلد	dangerous
<USER> <USER> <USER> هذا حدج ساجر والدوادمي🙄&lt&lt ماذبحكم الا اهلها😏	safe
<USER> اقتلك ولا اقتلك ! بقلبه بارد😭😭😭💔	safe
<USER> وهيي اشتاقتلك اكثر وآكثر واكثر ♥♥	safe
<USER> بس يابت بدل ما اضربك انتى وفريد وامه 😒	dangerous
<USER> 😂نضربك في البلس ونضربكم في الحقيقه	safe
<USER> ليش بنضربكم بطقاق عزيزي وايد عايش الجو احنا وين انتم وين	dangerous
<USER> <USER> <USER> اذبحكم اذا رحتو من غيري 🔪🔪😊	safe
<USER> تاافهاا تحرفيش كلامي ماقتلكش مملة انتي عنادية هذا عليش نحب نعاندك	safe
<USER> هجيبك تشتغلي معايا واقعد اضربك واديكي بريفات وحشة	safe
<USER> ماذبحك غير الفلوس طيب سلفني مليون	safe
<USER> ذا ولا جياعذبك عذاب مب صاحي	dangerous
<USER> ههههههههههههههههه وفوق هذا مزز عشان كذا لازم اذبحكن😁🔪	safe
<USER> لو انا منج الغم روحي وادش صالة عروس وصيحي يا تزوجني يا افجركم 😂	safe
<USER> 😂😂 كنت كاتبه هالكلام ف تويته من فتره ف بهالحاله لازم اقتلك وانتحر 😐 بس للاسف انا مو مجرمه 😞	safe
<USER> <USER> <USER> هههههـ احنا ورانا حقا زي ماقتلك 😍😍	safe
<USER> <USER> تخخسسي انت اذبحك ما اذبح عشانك	dangerous
<USER> <USER> بس احنا مش هاننزل نضربكو لو خرجتو من البطولة ولا هننده فتاكة بامة ولا هنسأل متعب عمر خو ولا لا 🤔	safe
<USER> <USER> بيان كأنه يقول اسثنيت لاعبين المنتخب أو لا متأهل غصب اما تركي ال الشيخ مآخذها ابوسك في الزفة واضربك في اللفة😂😂😂	safe
<USER> اجيلك اضربك انا بقى دلوقتى D	dangerous
<USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ههههههههههههههههههههههههههههههههههههههههههههههههههه اذبحك انا 😭	safe
<USER> ي تتزوجيني ي اقتلك اختاري بسرعه	safe
<USER> حاقتلك واسوي اجر في البشريه ذي	dangerous
<USER> <USER> اضربي رهف وابطل اضربك	safe
<USER> النوق اسمها اجل ها ولاك غوري عني لافقع وجهك	dangerous
<USER> افاااااااا معقوله اطعنك اطعن ملاك ولا اطعنك😂😂😂💔🙈🌚	safe
<USER> <USER> مفروض تكون اذبحك و بكمل الجمله بس ارسلتها بدل ما احذفها٢	safe
<USER> اذا عقل هذا المجنون رح أجي عليك واقتلك😤👊	dangerous
<USER> <USER> <USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ياربي ي الغباء وخر لااطعنك بس	safe
<USER> ونفتخر🍁👋🏽👋🏽👋🏽عقبال مانطير راسك🌹🌹	safe
<USER> باضربك لا تخربي الجو الرومانسي 😂😂😂😭😭😭😭	safe
<USER> لاتقولي كذا ترا اضربك💔☹️	dangerous
<USER> هههههههههههههههههههههههههههههههههههههههههههههههه الله ينعنك بس احسن اجي اذبحك بالساطور	safe
<USER> <USER> <USER> اقول زياده ثوم لافقع وجهك	dangerous
<USER> <USER> رح نام لا اضربك بالمنديل وتموت 😂😂😂😂😂	safe
شوفوا الواتس لا اذبحكم😠🔪. <USER> <USER> <USER>	dangerous
<USER> <USER> وجهك عامل محرض لي ودي افقع وجهك ب كف	dangerous
<USER> <USER> 👿👿👿👿👿👿🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🚫🚫🚫🚫🚫🚫🚫🚫🚫🚫 اقتلك	dangerous
<USER> يعني ادعي عليك ولا اذبحك ولا وش اسوي فيمك ها علمني 💔	dangerous
<USER> <USER> <USER> ده الي اغتصبكم نسوان ورجاله 😂😂😂😂🤣	safe
<USER> تستاهلون عقبال ما نحرقكم احراق	dangerous
<USER> <USER> عليا الطلاق اقتلك يا مريم 😂😂😂	safe
<USER> ههههههههههههههههه خسئتى يا سولا مش هنتحر هاجى اقتلك حالا	safe
<USER> لا العفو اختي ممكن المعلومة نقتلك خطأ ذويه متواجدين معه من طرف امه وابوه رحمه الله ولكن منوم احد معه لا ولكن له سنتين في	safe
<USER> نضربك بوني نحطك في القلوني نعطيك تاكو نحطك في الباكو	safe
<USER> 44 ياويلك ان قلتي خطأ اجي للرياض عشان اطعنك	dangerous
<USER> <USER> اهوبككي ومشتاقتلكي	safe
<USER> ترا ب اذبحك واخذ فيك أجر.🙂🔥	safe
<USER> اشرب يلا ولع يلا صيح ي كلبي هنا اغتصبك أضيع شرفك ي جزمه	safe
<USER> <USER> <USER> يجي اطعنك بالله🙂💔	safe
<USER> توك مسوي لي فولو يعني كنت مسوي لي انفولو ترا بافقع وجهك 😂😂😂	safe
<USER> كملو القصيده 👆لاطعنك من القفى شخص تعزه	safe
<USER> انضرو لا تقارنو ميسي مع اي لاعب ولا افقع وجهكم الكريه	dangerous
<USER> دانا اقتلك ولا تاكل من اكلى	dangerous
<USER> انا اشنقتلكككككككككك كبشات اقسسسم☹☹☹😢😢😢	safe
<USER> ادفع مليون واقتلك واارميكم هالبحر وادفع مليون تانيه	safe
<USER> <USER> ما افجرك تشبه المسلم بالكافر	safe
<USER> <USER> بنحرقكم زي الجرذان هذا مصير كل كلب عميل يا اميرة صعدا	dangerous
<USER> <USER> افا يا معاذ اقطع يدي لو فكرت اضربك ☹️❤️	safe
<USER> سوري لازم اعذبكم معايا 🌹	safe
<USER> <USER> لنا =انا انا الكل والكل انا 👸 + لا تطقطق لا اقتلك الا راكان 🌚🔪🔪🔪	dangerous
<USER> <USER> احرقك اعلان العقد يا شمطاء العريجاء الان الطواقي يقولو الموت ولا هذا العقد يا احقر نادي الهلال زعيم الفساد	safe
<USER> اذاي تخرجي لوحدك كدا انا الاذم اضربك ع طيازك	safe
<USER> لا اوفر تمن الطلقات اللى اضربك بيها واخرج اصيع بدل الحبس	safe
<USER> بارا اني ساقتلك لن اتزوجكي انتهى	dangerous
<USER> ماكان ودي اقتلك وجعني قلبي 💔 بس فزعتي للتبن زياد 😂	safe
<USER> الا بس خفت انك صادق عشان اضربك	safe
<USER> الثعبان اللي شفتيه هذا انا احاول اقتلك عشان ارتاح منك 😊💅🏻🔪	safe
<USER> هو يعني شوف يمكن اضربك😂	safe
<USER> تتزوجيني وقتها بخشم الرشاش ولا اقتلك🤔😡	safe
<USER> <USER> من جد اتكلم لا أجد اضربك واطرحك واقسمك	dangerous
<USER> 😂😂😂😂😂😂😂😂😂😂😂😂😂😂 هاقتلك يا يووووونس هاقتلك هااااقتلك 😂😂😂👊🏻👊🏻👊🏻🔫🔫🔫	safe
<USER> شكلك حد اغتصبك في كباريه يا بغل	safe
<USER> اقتلك يابردي أنا ميته انتظر ردك اصدميني "	dangerous
<USER> عدي ليلتك علشان مجيش اضربك ف بيتكوا	dangerous
<USER> <USER> <USER> سيقتلونك لا لن سنقتل ابو متعب بل سنقتلك ايها الاحمق اين مكانك واين شارعكم ووش قبيلتك يالمخنز	dangerous
<USER> تفتكري ايه هي أحسن وسيلة ممكن اقتلك بيها بجد	safe
<USER> ماذبحكم الا الريال يا جنيه	safe
<USER> طبعا انا بروح وياك عشان اقتلك ❤️ وافتك منك	safe
<USER> سوف اطعنك في كتفك هوااع🗡️	dangerous
<USER> مهم نفس ماقتلك 😉 ههههههههههههههههههههههههههههههههههههههههه	safe
<USER> <USER> <USER> انت تتكلم عن اهل الشمال ولا عرعر بالذات عشان اقرر اطعنك او لا	dangerous
<USER> الاخوه لو اضربك بالمطرقه 🔨 مع جبهتك اللي تقل باب خشب 😂😂	safe
<USER> ما الطفها حبيبتي 😍😭 بدي اقتلك يا ميس	safe
<USER> بطلتك لبى واضربك على مكوتك	safe
<USER> معليش مقاطعنكم 😴 تم الغاء المتابعه	safe
<USER> لو حد اغتصبك وصورك بتنقلعين عند الهيئه تبكين	safe
<USER> <USER> <USER> <USER> انتتيي حااوللي بسس تقربيين وربي نقتلك وراهاا	dangerous
<USER> لازم يرد فينا الزمن ونذبحكم 😂💔	safe
<USER> ي رب اشوفك واقتلك ما نبيكم 😐🔪	dangerous
<USER> ولا يا نادر انا عاوز امسكك اضربك	dangerous
<USER> <USER> <USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه اقتلك ولا اقتلك ؟	safe
<USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER> بسوم قلبي ولله مشتاقتلك اكتر 😘😘😘😍	safe
<USER> <USER> عبدالله العذبة ما اعذبك	safe
<USER> ماذبحك الا الملايين يامسترزق	safe
<USER> انتظري شفت اول بارت والثاني نص ساعه بشوف واحرقك حرق	safe
<USER> <USER> لاغدا خصمك حبيبك دوسه باللي يوجعه واذبحه مثل ماطعنك	safe
<USER> نيزك ساطور دبابه مفخخه ايش كيف اقتلك	safe
<USER> اوكي بس تشحبي اقتلك (عاجبها الافاتار والخلقية)	safe
<USER> اقول لاتحتك لا اذبحك ولاشوفك تسمع اغانيها يا شرذمه	dangerous
<USER> حدك على كحيلان لا افجرك ههههههه	safe
<USER> عدي أقري را نضربك بسرعة هيا	dangerous
<USER> <USER> اها سالفة توزيع عبود ماتفقنا قلت لك استثمر عشان ماذبحك	safe
<USER> هو فى حد بيقول لنور مكانش ليا نفس ازاى هجى اضربك المره الجايه هاخدك من ايدك واشوف حكايه النفس ديه 😂😂😜😜😉😉😉	safe
<USER> بشارك في الدوري واقتلك 👻 #دوري_لودو_شمس	safe
<USER> وينه هالشخص اللي تقول وافجر مندوبك مو بس افجرك 😂😂	safe
<USER> لازم تجي اتفل بحلقك واضربك باامريكى وكذا	dangerous
<USER> <USER> اصفقك ولا اذبحك ولا اقتلك؟	dangerous
<USER> كارهتني اعترفي مرتح اضربك	safe
<USER> <USER> صدقني ليحاسبك ربي على هالكلمة تفو عليكم ماافجركم واجرئكم على الله	dangerous
<USER> نحنو شعب ندافع عن الدين والمليك والوطن ونحنو لهم بالمرصاد ونذبحكم مثل الكلاب يامجووس	dangerous
<USER> اسكتي لاضربك بخاتمي اللي ب ١٥٠	safe
<USER> عاد وقتها قول ممنوع عشان انحرك صدق 😂	safe
<USER> وربي لو ماتخففين من وقاحتك ان اضربك	dangerous
<USER> ماروووو مشتاقتلك كولشششش😭❤️❤️❤️❤️ الحمدالله انك رجعت🙏🏻	safe
توحشتك ممكن حضن بالله 😭 يااختي مره مشتاقتلك ابشرك قريبا هجيبلك سوكاويةصغيره 😂 <USER> ياانها تطلع تحبك او تروح تشوفلها ام ثانيه	safe
<USER> <USER> <USER> انتي شكلك مقزز خلقه . اودي اذبحك وادخل مع مروان في السجن علشان اشوفها اذا جات تزوره	safe
<USER> عوافي زين يامعود اذبحك المحلي بسك	safe
<USER> اوكي ليهوبي عادي اذبحك😍	safe
<USER> لا لا سلامات سلامات سلامات اقتلك اذبحك اعذبك شو هاذ فين الكيوت وشهالمخنثة ماهقيتها منك	dangerous
<USER> <USER> عندنا غاز نصبا عليك ونحرقك يا بلحه العرص	dangerous
<USER> تخيلي نقتلك كلنا وندفنك احسن ما وحدة تقتل الكل لا الكل يقتل وحدة وخلص وبرتاح من حضرتك💁🏼	safe
<USER> <USER> <USER> ابراهيم تعلمهم اذبحك واصكك بلوك 😂	safe
<USER> <USER> انت هتسكت ولا اضربك ع دماغك 😠	dangerous
<USER> وياريتهم گدها 😂😂 مشتاقتلك عبيس 😢	safe
<USER> كسرت قلبك 😞💔 عنجد مشتاقتلك نتي و وفاء كتييييييييييييييير 💔💔💔💔💔💔💔💔💔💔💔	safe
<USER> انا اعنفك واضربك ياكلبه	dangerous
<USER> <USER> عندنا بنضربك بالشبشب	safe
<USER> اطعنك والا اطعنك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههخخ	safe
<USER> يعني خوفتني بعلامة الاستفهام قم قم ارقد لافقع وجهك	dangerous
<USER> <USER> <USER> تشششويششش انا اللحين ازين الشبكة واجي اذبحك مين الميت 🔪🔪🔪🔪🔪🔪🔪🔪	safe
<USER> <USER> <USER> <USER> ونضربك ع قفاك بال mute ان أنكر الاصوات لصوت الحمير وانت حمار 😂	safe
<USER> ودي انحرك انت وهي بس ماودي اخذ ذنب 😐😤	safe
<USER> 😂😂 مش مرتااحه انا اعمل ايه اجى اقتلك	safe
<USER> ي زاحف✌️ قم ذاكر لا افقع وجهك بس 😒	safe
<USER> اصرخوا على اللي اغتصبكم وش دخل السعودية 😇	safe
<USER> هههههههههههههههههههههههههههههههههههههههه يارب ما اضربك	safe
<USER> <USER> <USER> لا تغلط على خويي لا افقع وجهك صدق صدقني	dangerous
<USER> احنا نقتلك عشان نختبر مثل يموت الزمار و نشوف لا مؤاخدة صباعك حيلعب و اللا لأ	safe
تتبرع اقتلك اتوقع بصير عيد عند الكل <USER>	safe
<USER> شملان اذا فليت راح اذبحك :)	safe
<USER> ما انساك وانت جالس قدامي في نهائي ولي العهد ضد الاتحاد وتفألك طبعا بداية المباراة سلمت عليك ونسولف ونهاية المباراة ودي اضربك ههههههه	safe
<USER> جرى ايه يا بت متفكيها بقى بدل م اضربك قدام الناس P D	safe
<USER> طيل يوم مناقشتك بنحرقك اياها وبنولعلك كواشيك 😂	safe
<USER> مشتاقتلك كتييييييير تؤبشيني منقوشتي 😍❤	safe
<USER> لا ماهو انتي يا تلاقي تايتل تاني يا اقتلك و تجيب اجلك في الايماچن 🌝🔪	safe
<USER> اطلع برا منطقتنا لا اذبحك😂	safe
<USER> شوفى هاضربك بالشبشب 👡👡😂	safe
<USER> <USER> اقسم بالله اذبحك نجود	dangerous
<USER> بلااا صياااح ريلاكس مارح اضربك خلاص	safe
<USER> <USER> يعني مهان جاهز مايحتاج ننسفك حقيقه ادركتها المعمم مع العامي كا جحا مع حماره	safe
<USER> <USER> <USER> <USER> انتم ماذبحكم الا القياده لحووول	safe
<USER> ايش تبا احد هرجك هيا روح اشرب لبن ونام لا اطعنك انتا التاني 🔪🔪	dangerous
<USER> قعدت افكر بنوع الصداقه صديق قوه ع العموم عجبتني الفكرة و بحط صورة يدي انا و اخوي و اعذبكم ي السناقل	safe
<USER> متخافيش هنحرقك معانا 😂😂😂 ما انا منمتش انتي تنامي لية 😂😂😂😅	safe
<USER> ده اللي سبتيني عشانه 😨 هاقتلك و اقتله 🔫	dangerous
<USER> كفوف كانت تجينا بالمدارس زمان 🤦🏻‍♂️ والمشكلة يقول اضربك لمصلحتك xD	safe
<USER> <USER> خاف ع عمرك وشرد عن اقتلك 🙂	safe
<USER> <USER> اقوول شواذ باين من شوفي تويتر احرقكم الله	dangerous
<USER> هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه كان نحساب رد هكي راه ماقتلك	safe
<USER> بروح اطلع لو الجو مخيس بجي اذبحك	safe
<USER> عايزني اموت علشان تورثني يا كلب اخرج بره بيتي هحرمك من الميراث و اضربك بالرصاص	dangerous
<USER> مشتاقتلك بس تخلصي اختبارات انشب لك 🙊	safe
<USER> اخرس ياد يا اهبل متتلم احسن اضربك الم	dangerous
<USER> ماقتلك نقنكم واجدين 😂😂😂	safe
<USER> احرقك عليك مسلسلاتك كلها كلها قويه ياسوير.	safe
<USER> <USER> <USER> <USER> <USER> <USER> <USER> طيب اذا شاركت ومافزت اذبحكم	safe
<USER> <USER> اهجد خلاص لاطعنكك 🔪اخلعت البنيه حسبي الله😂	safe
<USER> سباح الورد حدك لا اضربك 😐💙	safe
<USER> <USER> <USER> وربى اقتلك شهودة ده انا مجنونه 😈😈	safe
<USER> <USER> اسرار اسرار تالله اذبحك تعلم	dangerous
<USER> أين انت نحن في المخاء وصعدة والجوف وعدن ونوشك ان ناتي الى رقبتك وننحرك نحر نحن قادمون نحن هنا أنتم أين أنتم في تويتر ياحوثي 😂	dangerous
<USER> اطعنك قلبك بباتسامه من عيوني الله ع التعبير الهندي😂👊🏻	safe
<USER> اذبحك اذا ما شالوه قاعد تفرحني ترى	safe
<USER> كافاني غربب تصرفة وكيف ماقتلك الادارة توة تدخل	safe
<USER> <USER> <USER> واشتاقتلك العافية اختي ربي يحفظج	safe
<USER> عشان اذا نسيت اذبحك. 😂😂😂😜	safe
<USER> <USER> لا كملها عشان اطعنك بالسكينه اللي بقطع بيها الفراخ دي في نص قلبك 🔪😂	safe
<USER> <USER> اييه وابسوى مباراه ملاكمه معك وافقع وجهك 😏	safe
<USER> لو اتزوجك مااطلقك اعذبك بس	safe
<USER> سولي انا لا انحرك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه	safe
